device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.095,10.596,0.003,71478.6,0.001,2.008
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,45.176,10.62,0.004,17457.1,0.001,1.964
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,45.028,10.841,0.004,17412.2,0.001,2.009
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,45.014,10.784,0.004,17462.5,0.01,2.038
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,44.887,10.708,0.003,17497.6,0.001,1.973
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,45.184,10.866,0.003,17565.1,0,1.994
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,44.891,10.656,0.003,17705.7,0,2.045
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,45.063,10.59,0.005,18195.7,0.001,2.21
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,46.121,11.276,0.003,18784.9,0.014,2.853
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2048,1,1,8,45.663,13.767,0.006,20294.5,0.001,2.701
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4096,1,1,8,45.41,13.213,0.005,19687.8,0.001,2.755
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8192,1,1,8,45.923,15.318,0.005,25638.5,0.001,2.722
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1,1,1,8,47.715,11.752,0.003,71468.5,0.001,1.974
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2,1,1,8,45.18,10.345,0.004,71452.9,0.015,1.999
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.024,10.393,0.003,71465.8,0.001,1.998
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,45.004,10.166,0.004,17403.6,0.001,2.021
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,45.051,10.246,0.004,17478.8,0.015,2.023
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,45.158,10.384,0.004,17443.2,0.001,2.03
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,44.971,10.333,0.004,17493.7,0.002,2.077
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,45.071,10.184,0.004,17441.1,0.001,1.973
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,44.909,10.37,0.003,17739.1,0.001,2.029
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,45.028,10.291,0.004,18036.2,0.001,2.064
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,44.918,10.423,0.004,18759.2,0.002,2.736
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2048,1,1,8,45.954,13.45,0.007,20170.1,0.002,2.738
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4096,1,1,8,46.055,13.362,0.005,19693.5,0.001,2.78
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8192,1,1,8,47.046,13.335,0.005,25632,0.002,2.67
