device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,1024,1,32,1706.86,0.122,0.007,1924.67,0.005,3.282
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,2048,1,32,1708.61,0.117,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,4096,1,32,1706.73,0.127,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1,8192,1,32,1706.14,0.126,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,1,1,32,1707.74,0.121,0.006,2123.57,0.005,3.104
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,2,1,32,1707.3,0.122,0.007,2001.54,0.006,3.337
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,4,1,32,1707.86,0.12,0.005,1932.69,0.006,3.429
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,8,1,32,1897.8,0.13,0.006,1980.18,0.006,3.262
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,16,1,32,1948.84,0.12,0.007,2219.6,0.005,3.545
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,32,1,32,1876.89,0.135,0.006,2309.63,0.005,3.383
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,64,1,32,1853.3,0.125,0.006,2330.19,0.005,3.528
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,128,1,32,1847.74,0.121,0.006,2396.4,0.005,3.521
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,256,1,32,1859.48,0.124,0.006,2341.47,0.005,3.401
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,512,1,32,1872.54,0.122,0.007,2409.49,0.008,3.537
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,1024,1,32,1850.73,0.121,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,2048,1,32,1869.63,0.129,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2,4096,1,32,1867.48,0.122,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,1,1,32,1871.67,0.122,0.006,2394.45,0.006,3.397
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,2,1,32,1857.63,0.128,0.006,2210.3,0.005,3.416
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,4,1,32,1846.69,0.129,0.005,2113.78,0.006,3.52
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,8,1,32,1851.1,0.123,0.006,2161.96,0.005,3.077
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,16,1,32,1842.83,0.124,0.006,2118.17,0.005,3.082
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,32,1,32,1870.46,0.127,0.006,2163.28,0.005,3.317
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,64,1,32,1850.8,0.123,0.005,2213.93,0.006,3.314
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,128,1,32,1855.01,0.122,0.006,2183.42,0.006,3.393
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,256,1,32,1849.53,0.126,0.006,2181.96,0.011,3.338
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,512,1,32,1859.62,0.123,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,1024,1,32,1888.4,0.138,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4,2048,1,32,1867.41,0.123,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,1,1,32,1853.05,0.12,0.006,2152.12,0.007,3.283
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,2,1,32,1845.18,0.123,0.007,2198.09,0.005,3.283
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,4,1,32,1851.84,0.122,0.006,2194.23,0.006,3.238
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,8,1,32,1842.03,0.12,0.006,2271.2,0.005,3.31
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,16,1,32,1838.46,0.12,0.006,2251.02,0.006,3.411
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,32,1,32,1847.52,0.122,0.006,2210.06,0.005,3.241
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,64,1,32,1840.38,0.117,0.007,2070.62,0.005,3.321
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,128,1,32,1846.63,0.12,0.005,2294.54,0.006,3.294
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,256,1,32,1854.83,0.137,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,512,1,32,1865.24,0.123,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8,1024,1,32,1841.76,0.125,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,1,1,32,1877.52,0.133,0.005,2303.8,0.005,3.329
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,2,1,32,1849.29,0.129,0.006,2245.47,0.004,3.277
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,4,1,32,1876.62,0.131,0.006,2297.38,0.006,3.321
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,8,1,32,1852.44,0.124,0.005,2218,0.006,3.319
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,16,1,32,1844.23,0.121,0.006,2100.21,0.004,3.307
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,32,1,32,1846.32,0.124,0.006,2141.41,0.005,3.277
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,64,1,32,1843.18,0.123,0.007,2137.35,0.005,3.324
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,128,1,32,1840.58,0.122,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,256,1,32,1857.6,0.127,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,16,512,1,32,1879.96,0.126,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,1,1,32,1862.26,0.126,0.006,2201.56,0.006,3.396
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,2,1,32,1854.41,0.123,0.006,2326.9,0.006,3.292
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,4,1,32,1864.79,0.123,0.006,2111.17,0.014,3.293
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,8,1,32,1849.21,0.12,0.006,2106.41,0.016,3.259
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,16,1,32,1854.76,0.124,0.005,2155.96,0.005,3.364
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,32,1,32,1844.92,0.121,0.005,2095.03,0.005,3.455
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,64,1,32,1868.75,0.142,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,128,1,32,1864.79,0.125,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,32,256,1,32,1868.54,0.123,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,1,1,32,1855.43,0.124,0.007,2167.74,0.006,3.305
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,2,1,32,1846.57,0.131,0.005,2114.5,0.006,3.352
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,4,1,32,1862.05,0.129,0.006,2185.69,0.007,3.23
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,8,1,32,1856.25,0.121,0.005,2159.79,0.01,3.296
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,16,1,32,1852.32,0.121,0.006,2123.94,0.01,3.418
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,32,1,32,1866.08,0.122,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,64,1,32,1856.89,0.126,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,64,128,1,32,1874,0.127,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,1,1,32,1885.56,0.128,0.007,2112.91,0.006,3.302
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,2,1,32,1860.97,0.13,0.005,2237.46,0.006,3.379
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,4,1,32,1849.6,0.122,0.006,2148.49,0.006,3.345
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,8,1,32,1871.62,0.128,0.006,2137.08,0.007,3.327
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,16,1,32,1851.47,0.122,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,32,1,32,1895.19,0.126,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,128,64,1,32,1897.82,0.132,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,1,1,32,1860.32,0.123,0.006,2142.27,0.005,3.31
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,2,1,32,1845.56,0.124,0.006,2083.5,0.006,3.333
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,4,1,32,1843.97,0.12,0.005,2145.29,0.006,3.357
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,8,1,32,1842.3,0.124,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,16,1,32,1875.09,0.126,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,256,32,1,32,1859.68,0.119,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,1,1,32,1859.98,0.123,0.006,2281.5,0.006,3.272
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,2,1,32,1849.57,0.121,0.006,2194.44,0.006,3.53
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,4,1,32,1846.79,0.121,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,8,1,32,1879.85,0.139,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,512,16,1,32,1857.34,0.123,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1024,1,1,32,1864.08,0.123,0.006,2123.91,0.025,3.237
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1024,2,1,32,1852.52,0.124,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1024,4,1,32,1883.56,0.121,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,1024,8,1,32,1853.85,0.132,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2048,1,1,32,1864.16,0.131,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2048,2,1,32,1850.87,0.123,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,2048,4,1,32,1851.13,0.125,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4096,1,1,32,1822.37,0.123,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,4096,2,1,32,1828.04,0.125,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,4096,10,8192,1,1,32,1824.36,0.118,0.005,-1,-1,-1
