device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,470.246,0.115,0.004,428,0.005,2.264
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,471.643,0.111,0.005,427.725,0.006,2.289
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,470.065,0.114,0.004,428.977,0.013,2.308
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,470.212,0.112,0.006,427.704,0.008,2.327
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,32,1,8,470.105,0.115,0.005,433.964,0.005,2.303
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,64,1,8,470.41,0.112,0.005,447.275,0.005,2.391
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,128,1,8,470.253,0.11,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,256,1,8,471.02,0.107,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,512,1,8,470.574,0.11,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,471.672,0.102,0.006,429.6,0.004,2.209
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,470.09,0.111,0.005,429.472,0.006,2.252
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,470.851,0.108,0.004,432.382,0.009,2.395
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,469.816,0.112,0.005,424.47,0.006,2.247
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,470.522,0.112,0.005,433.648,0.005,2.294
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,470.234,0.111,0.005,439.812,0.005,2.499
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,64,1,8,470.403,0.117,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,128,1,8,470.717,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,256,1,8,471.655,0.115,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,470.562,0.114,0.004,425.662,0.011,2.258
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,471.545,0.117,0.005,429.932,0.005,2.392
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,470.073,0.114,0.004,426.88,0.006,2.305
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,470.409,0.115,0.005,435.092,0.005,2.448
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,470.762,0.113,0.004,441.152,0.005,2.303
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,32,1,8,470.691,0.11,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,64,1,8,470.622,0.111,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,128,1,8,471.767,0.11,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,470.838,0.109,0.004,427.861,0.007,2.248
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,470.115,0.114,0.005,427.47,0.005,2.39
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,470.035,0.111,0.006,428.463,0.005,2.291
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,470.349,0.115,0.004,437.309,0.005,2.475
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,16,1,8,470.435,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,32,1,8,470.829,0.117,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,64,1,8,470.99,0.106,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,470.674,0.108,0.004,425.909,0.006,2.287
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,470.362,0.113,0.005,427.857,0.006,2.376
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,470.436,0.114,0.004,436.191,0.005,2.284
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,8,1,8,470.274,0.114,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,16,1,8,470.946,0.123,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,32,1,8,471.139,0.112,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,472.552,0.113,0.004,431.452,0.005,2.294
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,470.14,0.117,0.005,439.158,0.005,2.392
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,4,1,8,469.903,0.111,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,8,1,8,471.855,0.112,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,16,1,8,470.805,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,471.134,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,2,1,8,470.697,0.104,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,4,1,8,471.923,0.107,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,8,1,8,470.734,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,1,1,8,471.132,0.107,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,2,1,8,470.767,0.105,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,4,1,8,472.245,0.11,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4096,1,1,8,470.759,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4096,2,1,8,471.332,0.109,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8192,1,1,8,470.74,0.109,0.004,-1,-1,-1
