-------------------------Client: 1-------------------------
kernel,width,height,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FluidSimulation	2048	2048	5	32	64	1	359.817	0.017	2392.49	0.001	9.4	
FluidSimulation	2048	2048	5	32	128	1	342.007	0.016	1626.48	0	9.425	
FluidSimulation	2048	2048	5	32	256	1	349.31	0.018	1506.92	0.001	7.987	
FluidSimulation	2048	2048	5	64	1	1	347.686	0.009	1862.19	0.001	8.079	
FluidSimulation	2048	2048	5	64	2	1	342.277	0.015	1503.71	0.001	7.337	
FluidSimulation	2048	2048	5	64	4	1	348.558	0.016	1633.21	0.001	8.325	
FluidSimulation	2048	2048	5	64	8	1	344.409	0.015	1540.53	0.001	7.699	
FluidSimulation	2048	2048	5	64	16	1	342.121	0.015	1542.55	0.001	7.325	
FluidSimulation	2048	2048	5	64	32	1	348.11	0.014	1455.19	0.001	7.449	
FluidSimulation	2048	2048	5	64	64	1	343.923	0.014	1479.02	0.002	7.376	
FluidSimulation	2048	2048	5	64	128	1	344.113	0.048	1794.06	0.001	8.121	
FluidSimulation	2048	2048	5	128	1	1	365.146	0.009	2328.66	0.001	9.727	
FluidSimulation	2048	2048	5	128	2	1	344.245	0.024	1793.4	0	7.566	
FluidSimulation	2048	2048	5	128	4	1	357.502	0.009	1423.42	0.001	7.498	
FluidSimulation	2048	2048	5	128	8	1	361.346	0.011	1378.17	0.001	7.218	
FluidSimulation	2048	2048	5	128	16	1	356.267	0.017	1950.21	0.001	8.211	
FluidSimulation	2048	2048	5	128	32	1	359.618	0.01	1922.65	0.001	9.046	
FluidSimulation	2048	2048	5	128	64	1	345.954	0.014	1537.95	0.001	7.373	
FluidSimulation	2048	2048	5	256	1	1	350.609	0.015	1737.78	0.001	9.122	
FluidSimulation	2048	2048	5	256	2	1	345.754	0.009	1508.98	0	7.609	
FluidSimulation	2048	2048	5	256	4	1	359.599	0.021	1674.4	0.001	7.17	
FluidSimulation	2048	2048	5	256	8	1	367.202	0.024	2214.76	0.001	10.703	
FluidSimulation	2048	2048	5	256	16	1	345.271	0.018	1509.02	0.002	6.828	
FluidSimulation	2048	2048	5	256	32	1	348.542	0.014	1564.22	0.001	7.077	
FluidSimulation	2048	2048	5	512	1	1	352.882	0.014	1496.49	0.002	6.66	
FluidSimulation	2048	2048	5	512	2	1	350.583	0.014	1521.42	0.002	7.963	
FluidSimulation	2048	2048	5	512	4	1	342.095	0.014	1532.35	0.001	6.944	
FluidSimulation	2048	2048	5	512	8	1	348.045	0.014	1734.83	0.001	7.458	
FluidSimulation	2048	2048	5	512	16	1	341.256	0.014	1541.96	0.001	7.02	
FluidSimulation	2048	2048	5	1024	1	1	350.153	0.013	1476.42	0.001	6.581	
FluidSimulation	2048	2048	5	1024	2	1	344.945	0.013	1472.6	0.001	6.187	
FluidSimulation	2048	2048	5	1024	4	1	345.277	0.013	1415.51	0.001	6.358	
FluidSimulation	2048	2048	5	1024	8	1	343.205	0.014	1549.56	0.001	6.817	
FluidSimulation	2048	2048	5	2048	1	1	346.394	0.013	1512.42	0.001	7.432	
FluidSimulation	2048	2048	5	2048	2	1	345.018	0.03	1522.4	0.001	6.929	
FluidSimulation	2048	2048	5	2048	4	1	349.402	0.014	1545.73	0.001	7.03	
FluidSimulation	2048	2048	5	4096	1	1	346.23	0.022	1537.06	0.001	4.998	
FluidSimulation	2048	2048	5	4096	2	1	347.056	0.013	1521.16	0.001	5.192	
FluidSimulation	2048	2048	5	8192	1	1	347.88	0.014	1546.48	0.001	5.024	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
LUDecomposition	2048	2048	1	1	1	25.911	0.012	4846.57	33.168	5.242	
LUDecomposition	2048	2048	1	2	1	30.111	0.009	3496.99	31.916	4.744	
LUDecomposition	2048	2048	1	4	1	27.253	0.009	2773.18	31.68	3.954	
LUDecomposition	2048	2048	1	8	1	27.622	0.009	2301.62	32.424	4.392	
LUDecomposition	2048	2048	1	16	1	30.674	0.008	2068.18	31.627	5.233	
LUDecomposition	2048	2048	1	32	1	28.781	0.009	1968.95	31.314	4.382	
LUDecomposition	2048	2048	1	64	1	30.732	0.008	1878.52	31.659	5.128	
LUDecomposition	2048	2048	1	128	1	28.149	0.009	1769.93	34.509	4.364	
LUDecomposition	2048	2048	1	256	1	30.624	0.009	1611.31	34.545	3.636	
LUDecomposition	2048	2048	1	512	1	29.796	0.008	1328.18	31.928	5.502	
LUDecomposition	2048	2048	1	1024	1	27.76	0.009	1439.62	34.501	3.64	
LUDecomposition	2048	2048	1	2048	1	29.649	0.009	1661.58	34.355	4.116	
LUDecomposition	2048	2048	1	4096	1	28.349	0.009	2013.32	33.026	5.57	
LUDecomposition	2048	2048	1	8192	1	27.197	0.009	583.371	36.287	4.044	
LUDecomposition	2048	2048	2	1	1	30.405	0.008	3377.53	32.011	3.984	
LUDecomposition	2048	2048	2	2	1	29.782	0.008	2685.02	32.843	4.748	
LUDecomposition	2048	2048	2	4	1	29.318	0.008	2263.15	34.192	4.325	
LUDecomposition	2048	2048	2	8	1	29.822	0.009	2024.19	33.73	4.24	
LUDecomposition	2048	2048	2	16	1	28.113	0.009	1914.6	31.747	4.203	
LUDecomposition	2048	2048	2	32	1	28.193	0.007	1864.99	32.403	4.028	
LUDecomposition	2048	2048	2	64	1	27.216	0.009	1752.77	31.908	4.412	
LUDecomposition	2048	2048	2	128	1	28.017	0.011	1570.7	33.93	4.713	
LUDecomposition	2048	2048	2	256	1	27.954	0.008	1298.43	34.344	3.574	
LUDecomposition	2048	2048	2	512	1	28.283	0.008	1391.37	33.479	5.377	
LUDecomposition	2048	2048	2	1024	1	29.118	0.008	1617.43	32.137	4.155	
LUDecomposition	2048	2048	2	2048	1	27.752	0.009	2009.02	33.08	5.305	
LUDecomposition	2048	2048	2	4096	1	29.003	0.011	584.893	32.833	4.278	
LUDecomposition	2048	2048	4	1	1	27.161	0.009	2659.04	33.154	6.259	
LUDecomposition	2048	2048	4	2	1	27.596	0.008	2286.27	30.592	4.629	
LUDecomposition	2048	2048	4	4	1	28.571	0.008	2026.59	31.188	4.771	
LUDecomposition	2048	2048	4	8	1	27.498	0.008	1944.96	30.744	5.084	
LUDecomposition	2048	2048	4	16	1	27.279	0.008	1862.92	31.969	4.529	
LUDecomposition	2048	2048	4	32	1	26.653	0.009	1737.05	34.236	4.015	
LUDecomposition	2048	2048	4	64	1	27.736	0.009	1581.66	32.933	5.158	
LUDecomposition	2048	2048	4	128	1	28.268	0.01	1312.16	33.587	5.148	
LUDecomposition	2048	2048	4	256	1	30.555	0.008	1401.74	34.209	4.779	
LUDecomposition	2048	2048	4	512	1	28.214	0.009	1633.25	32.789	4.92	
LUDecomposition	2048	2048	4	1024	1	27.372	0.008	2028.25	34.033	5.183	
LUDecomposition	2048	2048	4	2048	1	30.41	0.009	588.731	31.448	4.435	
LUDecomposition	2048	2048	8	1	1	28.233	0.009	2264.7	32.477	5.038	
LUDecomposition	2048	2048	8	2	1	28.642	0.007	2037.54	34.899	3.556	
LUDecomposition	2048	2048	8	4	1	30.319	0.008	1947.83	31.293	4.16	
LUDecomposition	2048	2048	8	8	1	27.702	0.009	1862.23	32.733	3.893	
LUDecomposition	2048	2048	8	16	1	30.294	0.008	1745.24	32.905	5.027	
LUDecomposition	2048	2048	8	32	1	28.972	0.008	1576.36	32.297	3.945	
LUDecomposition	2048	2048	8	64	1	28.236	0.011	1309.27	30.465	4.869	
LUDecomposition	2048	2048	8	128	1	27.35	0.009	1390.87	33.376	5.307	
LUDecomposition	2048	2048	8	256	1	27.31	0.008	1632.93	31.589	3.868	
LUDecomposition	2048	2048	8	512	1	29.662	0.009	2022.78	33.391	4.991	
LUDecomposition	2048	2048	8	1024	1	27.498	0.008	580.573	33.027	4.136	
LUDecomposition	2048	2048	16	1	1	29.067	0.008	2090.17	34.444	4.71	
LUDecomposition	2048	2048	16	2	1	30.512	0.008	1963.5	33.899	4.309	
LUDecomposition	2048	2048	16	4	1	28.907	0.009	1911.92	33.491	4.955	
LUDecomposition	2048	2048	16	8	1	27.571	0.008	1778.69	33.959	3.55	
LUDecomposition	2048	2048	16	16	1	30.184	0.008	1624.16	33.118	5.111	
LUDecomposition	2048	2048	16	32	1	32.397	0.008	1340.49	31.815	6.056	
LUDecomposition	2048	2048	16	64	1	30.044	0.009	1433.23	33.462	4.396	
LUDecomposition	2048	2048	16	128	1	27.327	0.009	1663.24	35.502	3.815	
LUDecomposition	2048	2048	16	256	1	27.191	0.009	2057.56	33.327	4.034	
LUDecomposition	2048	2048	16	512	1	29.736	0.008	602.119	31.569	4.214	
LUDecomposition	2048	2048	32	1	1	27.74	0.009	2002.56	32.606	3.858	
LUDecomposition	2048	2048	32	2	1	27.308	0.009	1923.74	31.635	4.511	
LUDecomposition	2048	2048	32	4	1	30.182	0.009	1776.09	32.308	3.951	
LUDecomposition	2048	2048	32	8	1	27.19	0.009	1610.44	40.701	3.414	
LUDecomposition	2048	2048	32	16	1	33.765	0.008	1296.22	30.264	4.22	
LUDecomposition	2048	2048	32	32	1	27.087	0.007	1393.9	31.77	3.773	
LUDecomposition	2048	2048	32	64	1	30.359	0.007	1617.15	32.354	4.97	
LUDecomposition	2048	2048	32	128	1	27.849	0.008	2011.56	33.066	4.228	
LUDecomposition	2048	2048	32	256	1	27.157	0.009	587.998	34.289	3.296	
LUDecomposition	2048	2048	64	1	1	31.569	0.009	1857.86	32.97	5.994	
LUDecomposition	2048	2048	64	2	1	29.919	0.009	1761.85	34.353	5.134	
LUDecomposition	2048	2048	64	4	1	29.845	0.009	1570.48	34.281	3.474	
LUDecomposition	2048	2048	64	8	1	29.647	0.009	1294.98	31.64	4.632	
LUDecomposition	2048	2048	64	16	1	27.229	0.01	1410.13	33.14	3.982	
LUDecomposition	2048	2048	64	32	1	28.985	0.009	1637.25	31.942	3.771	
LUDecomposition	2048	2048	64	64	1	30.045	0.009	2016.86	32.002	4.43	
LUDecomposition	2048	2048	64	128	1	28.328	0.01	584.543	32.01	4.372	
LUDecomposition	2048	2048	128	1	1	29.832	0.013	1746.94	32.773	4.854	
LUDecomposition	2048	2048	128	2	1	29.871	0.009	1588.83	31.089	4.444	
LUDecomposition	2048	2048	128	4	1	29.94	0.011	1305.47	32.412	3.938	
LUDecomposition	2048	2048	128	8	1	26.945	0.009	1395.41	30.927	4.243	
LUDecomposition	2048	2048	128	16	1	27.689	0.009	1607.04	30.47	3.902	
LUDecomposition	2048	2048	128	32	1	28.88	0.009	2031.5	33.51	4.001	
LUDecomposition	2048	2048	128	64	1	30.721	0.009	585.534	32.965	4.501	
LUDecomposition	2048	2048	256	1	1	30.544	0.009	1581.45	34.452	3.964	
LUDecomposition	2048	2048	256	2	1	30.627	0.008	1304.16	33.502	4.707	
LUDecomposition	2048	2048	256	4	1	27.462	0.008	1398.99	33.832	4.131	
LUDecomposition	2048	2048	256	8	1	28.853	0.009	1629.41	34.345	3.574	
LUDecomposition	2048	2048	256	16	1	27.192	0.008	2015.82	30.326	3.743	
LUDecomposition	2048	2048	256	32	1	28.029	0.008	587.911	34.522	3.733	
LUDecomposition	2048	2048	512	1	1	27.699	0.009	1311.03	33.256	4.423	
LUDecomposition	2048	2048	512	2	1	27.145	0.009	1408.85	33.295	4.101	
LUDecomposition	2048	2048	512	4	1	29.026	0.009	1622.98	32.719	3.961	
LUDecomposition	2048	2048	512	8	1	28.787	0.007	2019.01	30.321	3.777	
LUDecomposition	2048	2048	512	16	1	31.24	0.009	595.293	32.687	4.633	
LUDecomposition	2048	2048	1024	1	1	29.743	0.008	1416.85	31.548	4.247	
LUDecomposition	2048	2048	1024	2	1	29.002	0.008	1626.05	31.519	3.844	
LUDecomposition	2048	2048	1024	4	1	28.492	0.009	2010.48	33.76	3.936	
LUDecomposition	2048	2048	1024	8	1	27.778	0.01	589.424	33.216	4.317	
LUDecomposition	2048	2048	2048	1	1	28.919	0.009	1631.08	30.493	5.077	
LUDecomposition	2048	2048	2048	2	1	28.074	0.009	2013.84	31.935	5.034	
LUDecomposition	2048	2048	2048	4	1	27.652	0.008	595.272	31.228	4.277	
LUDecomposition	2048	2048	4096	1	1	28.862	0.01	2012.67	30.261	3.96	
LUDecomposition	2048	2048	4096	2	1	27.762	0.008	586.592	31.189	4.683	
LUDecomposition	2048	2048	8192	1	1	27.867	0.008	590.513	34.327	4.329	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FloydWarshall	2048	2048	1	1	1	11.458	0.008	29196.2	13.439	2.4	
FloydWarshall	2048	2048	1	2	1	14.028	0.008	17639.1	31.827	2.391	
FloydWarshall	2048	2048	1	4	1	13.963	0.008	11930.1	13.94	3.27	
FloydWarshall	2048	2048	1	8	1	16.483	0.012	9992.41	14.038	3.015	
FloydWarshall	2048	2048	1	16	1	13.91	0.007	10297.2	14.265	2.763	
FloydWarshall	2048	2048	1	32	1	16.407	0.012	16115.4	13.865	2.734	
FloydWarshall	2048	2048	1	64	1	14.211	0.008	19885.7	14.112	2.008	
FloydWarshall	2048	2048	1	128	1	11.616	0.009	21257.9	14.192	2.607	
FloydWarshall	2048	2048	1	256	1	13.543	0.007	21965.9	14.545	3.252	
FloydWarshall	2048	2048	1	512	1	14.616	0.008	22206.3	15.836	2.692	
FloydWarshall	2048	2048	1	1024	1	13.203	0.008	22675.4	14.708	2.238	
FloydWarshall	2048	2048	1	2048	1	13.864	0.008	23013.6	15.599	3.518	
FloydWarshall	2048	2048	1	4096	1	13.872	0.008	17.41	26.136	1.779	
FloydWarshall	2048	2048	1	8192	1	13.916	0.008	17.722	11.903	1.788	
FloydWarshall	2048	2048	2	1	1	11.685	0.008	16059.5	14.022	2.799	
FloydWarshall	2048	2048	2	2	1	13.651	0.008	10349	13.625	2.602	
FloydWarshall	2048	2048	2	4	1	13.926	0.007	7463.91	14.54	1.841	
FloydWarshall	2048	2048	2	8	1	16.903	0.012	6328.5	14.637	2.656	
FloydWarshall	2048	2048	2	16	1	14.245	0.007	6816.1	14.188	2.822	
FloydWarshall	2048	2048	2	32	1	10.996	0.007	9229.39	11.798	2.258	
FloydWarshall	2048	2048	2	64	1	13.118	0.008	11053.5	14.982	2.529	
FloydWarshall	2048	2048	2	128	1	11.435	0.007	12249.1	19.28	2.611	
FloydWarshall	2048	2048	2	256	1	12.749	0.008	12277.8	14.392	2.805	
FloydWarshall	2048	2048	2	512	1	10.767	0.008	12343.3	15.581	2.534	
FloydWarshall	2048	2048	2	1024	1	11.458	0.007	12509.9	15.834	2.877	
FloydWarshall	2048	2048	2	2048	1	16.04	0.007	14044.2	13.884	2.825	
FloydWarshall	2048	2048	2	4096	1	12.289	0.007	17.65	13.448	2.173	
FloydWarshall	2048	2048	4	1	1	11.275	0.007	9281.94	17.778	3.195	
FloydWarshall	2048	2048	4	2	1	17.291	0.011	6171.15	17.598	2.553	
FloydWarshall	2048	2048	4	4	1	14.128	0.008	4829.06	12.603	2.77	
FloydWarshall	2048	2048	4	8	1	16.488	0.01	4374.09	14.272	2.886	
FloydWarshall	2048	2048	4	16	1	13.935	0.007	4624.61	12.112	2.953	
FloydWarshall	2048	2048	4	32	1	13.057	0.007	5456.78	15.908	3.383	
FloydWarshall	2048	2048	4	64	1	16.992	0.01	6149.34	31.465	2.947	
FloydWarshall	2048	2048	4	128	1	12.537	0.007	6822.6	16.781	3.155	
FloydWarshall	2048	2048	4	256	1	17.654	0.011	6825.13	19.994	3.263	
FloydWarshall	2048	2048	4	512	1	11.191	0.007	7103.45	17.668	2.641	
FloydWarshall	2048	2048	4	1024	1	13.085	0.008	7534.02	18.973	4.139	
FloydWarshall	2048	2048	4	2048	1	13.974	0.007	9074.14	18.765	2.863	
FloydWarshall	2048	2048	8	1	1	10.853	0.007	5489.97	13.928	3.285	
FloydWarshall	2048	2048	8	2	1	12.674	0.008	3999.63	18.23	3.257	
FloydWarshall	2048	2048	8	4	1	10.801	0.008	3270.71	19.681	3.338	
FloydWarshall	2048	2048	8	8	1	13.783	0.007	3050.71	16.874	2.917	
FloydWarshall	2048	2048	8	16	1	13.753	0.007	3317.87	14.245	2.285	
FloydWarshall	2048	2048	8	32	1	12.799	0.007	3702.58	13.622	2.438	
FloydWarshall	2048	2048	8	64	1	13.363	0.008	3830.83	13.763	1.902	
FloydWarshall	2048	2048	8	128	1	13.035	0.008	3985.31	13.514	2.827	
FloydWarshall	2048	2048	8	256	1	13.166	0.007	4256.84	15.791	2.716	
FloydWarshall	2048	2048	8	512	1	14.035	0.007	4330.71	14.235	2.543	
FloydWarshall	2048	2048	8	1024	1	13.924	0.007	5080.45	16.758	3.101	
FloydWarshall	2048	2048	16	1	1	11.258	0.007	2880.3	17.935	2.942	
FloydWarshall	2048	2048	16	2	1	12.036	0.008	2054.04	18.339	3.241	
FloydWarshall	2048	2048	16	4	1	11.613	0.006	1686.59	14.683	3.353	
FloydWarshall	2048	2048	16	8	1	11.519	0.007	1587.15	17.753	2.327	
FloydWarshall	2048	2048	16	16	1	13.468	0.007	1705.96	14.13	2.812	
FloydWarshall	2048	2048	16	32	1	10.854	0.008	1961.94	17.887	2.686	
FloydWarshall	2048	2048	16	64	1	13.932	0.007	2182.79	13.474	2.631	
FloydWarshall	2048	2048	16	128	1	11.415	0.006	2347.84	18.878	3.179	
FloydWarshall	2048	2048	16	256	1	13.838	0.008	2350.39	13.922	2.193	
FloydWarshall	2048	2048	16	512	1	13.922	0.007	2611.52	13.407	3.061	
FloydWarshall	2048	2048	32	1	1	11.121	0.006	1851.17	14.097	1.91	
FloydWarshall	2048	2048	32	2	1	13.909	0.007	1444.45	18.183	2.942	
FloydWarshall	2048	2048	32	4	1	13.717	0.007	1268.87	13.57	2.243	
FloydWarshall	2048	2048	32	8	1	13.681	0.006	1222.51	13.824	2.179	
FloydWarshall	2048	2048	32	16	1	13.793	0.006	1272.46	13.657	2.149	
FloydWarshall	2048	2048	32	32	1	13.784	0.006	1429.41	13.539	2.249	
FloydWarshall	2048	2048	32	64	1	13.261	0.006	1547.25	17.041	2.796	
FloydWarshall	2048	2048	32	128	1	11.111	0.007	1617.94	23.749	2.772	
FloydWarshall	2048	2048	32	256	1	11.291	0.008	1749.37	18.937	3.014	
FloydWarshall	2048	2048	64	1	1	13.249	0.006	1327.68	13.919	2.565	
FloydWarshall	2048	2048	64	2	1	11.34	0.007	1111.04	13.877	2.867	
FloydWarshall	2048	2048	64	4	1	12.803	0.007	1078.36	11.844	3.132	
FloydWarshall	2048	2048	64	8	1	13.21	0.007	1109.11	13.699	2.218	
FloydWarshall	2048	2048	64	16	1	13.301	0.006	1124.61	13.727	2.78	
FloydWarshall	2048	2048	64	32	1	13.907	0.008	1194.02	13.543	2.991	
FloydWarshall	2048	2048	64	64	1	13.113	0.007	1274.8	14.123	2.529	
FloydWarshall	2048	2048	64	128	1	11.447	0.007	1386.36	14.082	2.349	
FloydWarshall	2048	2048	128	1	1	13.498	0.007	1055.92	14.138	2.22	
FloydWarshall	2048	2048	128	2	1	11.032	0.008	954.622	13.579	2.637	
FloydWarshall	2048	2048	128	4	1	14.209	0.008	949.383	13.552	2.99	
FloydWarshall	2048	2048	128	8	1	17.086	0.011	969.764	13.986	2.969	
FloydWarshall	2048	2048	128	16	1	13.75	0.008	1032.1	13.995	2.383	
FloydWarshall	2048	2048	128	32	1	11.062	0.008	1084.69	13.898	2.752	
FloydWarshall	2048	2048	128	64	1	11.276	0.008	1147.95	13.802	2.963	
FloydWarshall	2048	2048	256	1	1	13.842	0.008	926.567	14.23	2.152	
FloydWarshall	2048	2048	256	2	1	13.662	0.007	870.508	14.234	2.793	
FloydWarshall	2048	2048	256	4	1	16.946	0.011	874.355	13.813	2.193	
FloydWarshall	2048	2048	256	8	1	11.134	0.008	908.078	13.622	2.85	
FloydWarshall	2048	2048	256	16	1	16.266	0.01	955.048	13.951	2.602	
FloydWarshall	2048	2048	256	32	1	16.268	0.013	1039.8	14.126	2.42	
FloydWarshall	2048	2048	512	1	1	11.014	0.007	861.876	13.716	3.009	
FloydWarshall	2048	2048	512	2	1	16.197	0.011	865.084	13.828	2.58	
FloydWarshall	2048	2048	512	4	1	11.746	0.008	868.107	12.005	1.95	
FloydWarshall	2048	2048	512	8	1	13.362	0.008	862.091	13.623	2.708	
FloydWarshall	2048	2048	512	16	1	11.088	0.008	891.077	13.73	2.601	
FloydWarshall	2048	2048	1024	1	1	16.967	0.01	854.873	13.993	2.399	
FloydWarshall	2048	2048	1024	2	1	11.138	0.008	844.784	14.198	2.073	
FloydWarshall	2048	2048	1024	4	1	12.927	0.008	841.323	13.652	2.207	
FloydWarshall	2048	2048	1024	8	1	16.167	0.011	885.427	13.879	2.429	
FloydWarshall	2048	2048	2048	1	1	11.152	0.007	813.331	14.001	2.976	
FloydWarshall	2048	2048	2048	2	1	13.774	0.007	823.925	13.882	2.97	
FloydWarshall	2048	2048	2048	4	1	14.31	0.007	862.029	13.997	2.414	
FloydWarshall	2048	2048	4096	1	1	14.276	0.008	17.64	13.345	1.823	
FloydWarshall	2048	2048	4096	2	1	10.689	0.008	17.574	13.303	1.698	
FloydWarshall	2048	2048	8192	1	1	11.786	0.008	17.521	13.206	1.873	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FWT	32768	1	1	1	1.045	0.004	6.708	0.279	1.081	
FWT	32768	2	1	1	1.184	0.004	12.857	0.177	0.735	
FWT	32768	4	1	1	1.089	0.004	14.55	0.178	0.771	
FWT	32768	8	1	1	1.121	0.004	7.824	0.179	0.787	
FWT	32768	16	1	1	1.248	0.004	12.592	0.187	0.991	
FWT	32768	32	1	1	1.164	0.004	12.89	0.182	0.886	
FWT	32768	64	1	1	1.087	0.004	7.963	0.175	1.057	
FWT	32768	128	1	1	1.102	0.004	4.484	0.265	0.828	
FWT	32768	256	1	1	1.401	0.003	4.975	0.193	0.79	
FWT	32768	512	1	1	1.136	0.004	2.672	0.197	0.752	
FWT	32768	1024	1	1	1.288	0.004	5.793	0.238	0.833	
FWT	32768	2048	1	1	1.423	0.004	2.327	0.176	0.795	
FWT	32768	4096	1	1	1.231	0.004	2.573	0.244	0.781	
FWT	32768	8192	1	1	0.962	0.004	4.747	0.228	0.857	
kernel,nBodies,timeStep,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
NBody	8192	0.005	100	1	1	1	3.27	0.005	6253.41	0.001	2.782	
NBody	8192	0.005	100	2	1	1	3.279	0.005	6390.43	0.001	2.535	
NBody	8192	0.005	100	4	1	1	3.36	0.006	6454.7	0.001	2.827	
NBody	8192	0.005	100	8	1	1	3.119	0.004	7156.76	0.001	2.829	
NBody	8192	0.005	100	16	1	1	3.033	0.005	518.309	0.001	2.581	
NBody	8192	0.005	100	32	1	1	2.813	0.005	604.472	0.001	2.703	
NBody	8192	0.005	100	64	1	1	2.97	0.005	689.515	0	2.702	
NBody	8192	0.005	100	128	1	1	2.926	0.004	1164.88	0.001	2.674	
NBody	8192	0.005	100	256	1	1	2.589	0.004	1839.72	0	2.518	
NBody	8192	0.005	100	512	1	1	2.784	0.004	3608.31	0.001	2.869	
NBody	8192	0.005	100	1024	1	1	2.704	0.002	6900.1	0.001	4.397	
NBody	8192	0.005	100	2048	1	1	2.791	0.003	13725.8	0.001	4.147	
NBody	8192	0.005	100	4096	1	1	2.978	0.004	25820.1	0.001	4.364	
NBody	8192	0.005	100	8192	1	1	2.906	0.004	48646	0.002	3.433	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
VectorAdd	262144	1	1	1	3.155	0.007	7.034	1.147	1.483	
VectorAdd	262144	2	1	1	3.139	0.007	15.3	0.455	1.685	
VectorAdd	262144	4	1	1	3.022	0.007	11.686	0.3	1.656	
VectorAdd	262144	8	1	1	3.029	0.006	10.488	0.248	1.765	
VectorAdd	262144	16	1	1	3.003	0.007	15.453	0.246	1.789	
VectorAdd	262144	32	1	1	2.896	0.006	11.864	0.247	1.372	
VectorAdd	262144	64	1	1	3.121	0.006	15.296	0.245	1.312	
VectorAdd	262144	128	1	1	2.97	0.004	9.756	0.241	1.712	
VectorAdd	262144	256	1	1	3.177	0.003	7.784	0.286	1.711	
VectorAdd	262144	512	1	1	2.856	0.004	13.672	0.218	1.473	
VectorAdd	262144	1024	1	1	2.672	0.003	21.544	0.229	1.665	
VectorAdd	262144	2048	1	1	3.091	0.003	5.376	0.23	2.796	
VectorAdd	262144	4096	1	1	3.339	0.005	4.236	0.242	1.805	
VectorAdd	262144	8192	1	1	2.023	0.004	4.194	0.258	1.743	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
SquareArray	262144	1	1	1	2.069	0.003	15.09	0.552	1.162	
SquareArray	262144	2	1	1	2.065	0.002	10.924	0.48	1.214	
SquareArray	262144	4	1	1	2.068	0.003	11.133	0.403	1.14	
SquareArray	262144	8	1	1	1.607	0.003	10.905	0.596	1.205	
SquareArray	262144	16	1	1	2.041	0.003	9.382	0.498	1.203	
SquareArray	262144	32	1	1	1.887	0.002	8.521	0.464	1.145	
SquareArray	262144	64	1	1	2.102	0.003	9.211	0.408	1.14	
SquareArray	262144	128	1	1	1.903	0.003	11.497	0.408	1.141	
SquareArray	262144	256	1	1	1.896	0.003	9.86	0.57	1.215	
SquareArray	262144	512	1	1	1.956	0.003	10.09	0.45	1.16	
SquareArray	262144	1024	1	1	2.056	0.003	8.396	0.451	1.09	
SquareArray	262144	2048	1	1	1.865	0.003	4.152	0.455	1.124	
SquareArray	262144	4096	1	1	1.55	0.003	3.278	0.5	1.298	
SquareArray	262144	8192	1	1	1.876	0.003	2.933	0.488	1.195	
kernel,N,P,M,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
MatrixMultiplication	2048	4096	1024	1	1	1	39.694	0.01	11714.8	5.41	4.216	
MatrixMultiplication	2048	4096	1024	1	2	1	30.047	0.009	11720	7.269	4.34	
MatrixMultiplication	2048	4096	1024	1	4	1	30.125	0.01	11685.2	6.144	4.077	
MatrixMultiplication	2048	4096	1024	1	8	1	29.793	0.009	11737.7	5.066	2.544	
MatrixMultiplication	2048	4096	1024	1	16	1	29.892	0.009	11457.7	5.402	5.584	
MatrixMultiplication	2048	4096	1024	1	32	1	29.706	0.008	11618.8	5.614	3.739	
MatrixMultiplication	2048	4096	1024	1	64	1	30.004	0.009	11947.7	5.318	5.572	
MatrixMultiplication	2048	4096	1024	1	128	1	30.008	0.009	11998.2	5.523	5.337	
MatrixMultiplication	2048	4096	1024	1	256	1	30.064	0.009	11973.6	4.876	4.375	
MatrixMultiplication	2048	4096	1024	1	512	1	29.966	0.01	12237.6	5.478	4.557	
MatrixMultiplication	2048	4096	1024	1	1024	1	29.713	0.008	12134	4.37	4.305	
MatrixMultiplication	2048	4096	1024	1	2048	1	30.195	0.008	13313.5	5.33	5.612	
MatrixMultiplication	2048	4096	1024	1	4096	1	30.351	0.008	0.077	7.598	1.485	
MatrixMultiplication	2048	4096	1024	1	8192	1	30.003	0.009	0.062	7.548	1.481	
MatrixMultiplication	2048	4096	1024	2	1	1	29.968	0.009	11655.2	5.43	5.559	
MatrixMultiplication	2048	4096	1024	2	2	1	29.711	0.009	11743.3	5.333	5.377	
MatrixMultiplication	2048	4096	1024	2	4	1	30.427	0.009	11715.6	7.363	2.463	
MatrixMultiplication	2048	4096	1024	2	8	1	30.149	0.009	11685.4	5.486	2.352	
MatrixMultiplication	2048	4096	1024	2	16	1	32.363	0.008	11735.8	6.716	4.85	
