nThreads,memcpyOut,plan,execu,memcpyIn
42,0.688,8.532,1.000,0.806,
43,0.690,8.527,1.155,0.807,
44,0.697,8.502,1.167,0.797,
45,0.678,8.518,1.262,0.805,
46,0.688,8.541,1.124,0.811,
47,0.689,8.531,1.291,0.798,
48,0.676,8.521,1.319,0.830,
1,0.692,4.212,3.882,0.721,
2,0.714,7.081,3.032,0.724,
3,0.709,7.719,1.717,0.741,
4,0.735,7.760,1.474,0.755,
5,0.747,7.586,2.274,0.800,
6,0.712,7.945,2.387,0.779,
7,0.723,7.691,2.368,0.810,
8,0.728,8.126,2.197,0.838,
9,0.751,8.916,1.355,0.858,
10,0.748,9.016,1.367,0.857,
11,0.741,8.939,1.566,0.807,
12,0.682,7.835,1.622,0.813,
13,0.691,7.863,1.547,0.780,
14,0.718,7.863,1.542,0.819,
15,0.720,7.860,1.567,0.802,
16,0.704,7.878,1.433,0.788,
17,0.689,7.879,1.442,0.796,
18,0.699,7.877,1.370,0.792,
19,0.703,7.879,1.381,0.797,
20,0.698,7.883,1.185,0.800,
21,0.701,8.268,1.545,0.812,
22,0.666,8.250,1.528,0.800,
23,0.681,8.240,1.539,0.828,
24,0.695,8.261,1.611,0.811,
25,0.670,8.261,1.626,0.806,
26,0.671,8.523,1.369,0.795,
27,0.691,8.485,1.212,0.822,
28,0.687,8.495,1.293,0.822,
29,0.677,8.501,1.221,0.797,
30,0.689,8.518,1.375,0.789,
31,0.685,8.539,1.360,1.041,
32,0.971,9.651,1.073,0.976,
33,0.831,8.519,1.154,0.982,
34,0.968,12.377,1.110,0.788,
35,0.673,8.521,1.065,0.781,
36,0.672,8.527,1.160,0.788,
37,0.663,8.519,1.084,0.792,
38,0.677,8.509,1.318,1.025,
39,0.968,11.941,1.296,1.023,
40,0.971,9.204,1.133,0.792,
41,0.676,8.521,1.117,0.998,
42,0.994,12.299,1.243,0.792,
43,0.680,8.524,1.281,0.828,
44,0.687,8.514,1.506,1.005,
45,0.680,8.523,1.328,1.030,
46,0.968,12.008,1.349,0.828,
47,0.684,8.519,1.370,0.822,
48,0.676,8.524,1.616,0.811,
1,0.686,4.205,3.821,0.735,
2,0.707,7.076,2.964,0.731,
3,0.720,7.448,2.561,0.831,
4,0.668,7.538,2.778,0.828,
5,0.684,8.138,2.181,0.854,
6,0.696,8.320,2.434,0.856,
7,0.693,8.280,2.083,0.839,
8,0.694,8.313,1.706,0.809,
9,0.666,7.916,1.499,0.802,
10,0.656,7.910,1.599,0.796,
11,0.671,7.827,1.522,0.788,
12,0.672,7.851,1.627,0.802,
13,0.651,7.847,1.614,0.808,
14,0.663,7.860,1.658,0.819,
15,0.674,7.866,1.773,0.839,
16,0.662,7.871,1.625,0.835,
17,0.671,7.855,1.612,0.814,
18,0.681,7.888,1.677,0.819,
19,0.679,7.885,1.718,0.825,
20,0.676,7.883,1.597,0.804,
21,0.677,8.315,1.777,0.804,
22,0.665,8.242,1.659,0.847,
23,0.650,8.270,1.668,0.797,
24,0.687,8.231,1.580,0.818,
25,0.674,8.252,1.538,0.801,
26,0.679,8.527,1.385,0.815,
27,0.674,8.527,1.246,0.822,
28,0.688,8.491,1.319,0.801,
29,0.664,8.488,1.197,0.792,
30,0.681,8.516,1.253,0.816,
31,0.677,8.502,1.408,0.783,
32,0.703,8.530,1.181,0.814,
33,0.676,8.513,1.277,0.800,
34,0.677,8.515,1.319,0.837,
35,0.679,8.509,1.233,0.804,
36,0.678,8.508,1.347,0.845,
37,0.683,8.508,1.292,0.841,
38,0.683,8.516,1.206,0.818,
39,0.671,8.527,1.281,0.808,
40,0.697,8.516,1.147,0.825,
41,0.697,8.518,1.319,0.802,
42,0.688,8.507,1.402,1.029,
43,0.986,13.966,1.301,0.970,
44,0.960,10.246,1.249,0.783,
45,0.676,8.523,1.196,0.798,
46,0.673,8.519,1.395,1.046,
47,1.017,11.915,1.242,0.823,
48,0.701,8.530,1.406,0.817,
1,0.692,4.205,3.818,0.728,
2,0.721,7.077,3.455,0.773,
3,0.750,8.121,2.036,0.733,
4,0.720,7.436,2.055,0.734,
5,0.722,7.585,1.942,0.819,
6,0.665,7.646,2.595,0.820,
7,0.674,7.654,2.563,0.792,
8,0.696,7.662,2.460,0.813,
9,0.715,8.267,1.633,0.829,
10,0.670,8.244,1.775,0.798,
11,0.683,7.842,1.836,0.812,
12,0.666,7.871,1.717,0.829,
13,0.654,7.863,1.686,0.809,
14,0.658,7.861,1.814,0.848,
15,0.676,7.859,1.661,0.787,
16,0.679,7.863,1.747,0.826,
17,0.702,7.875,1.617,0.823,
18,0.678,7.880,1.638,0.795,
19,0.682,7.876,1.630,0.797,
20,0.693,7.886,1.619,0.805,
21,0.683,8.275,1.606,0.791,
22,0.681,8.227,1.566,0.796,
23,0.688,8.239,1.613,0.833,
24,0.679,8.251,1.523,0.799,
25,0.704,8.226,1.707,0.817,
26,0.691,8.554,1.316,0.808,
27,0.684,8.519,1.384,1.023,
28,1.007,10.806,1.090,0.807,
29,0.682,8.523,1.071,0.795,
30,0.694,8.521,1.155,0.815,
31,0.675,8.535,1.392,1.051,
32,0.969,11.546,1.230,1.026,
33,0.969,9.049,1.134,0.790,
34,0.679,8.504,1.225,0.826,
35,0.691,8.510,1.156,1.032,
36,1.001,11.621,1.205,0.821,
37,0.683,8.497,1.467,0.825,
38,0.693,8.508,1.325,0.796,
39,0.693,8.493,1.256,0.815,
40,0.696,8.520,1.347,0.822,
41,0.685,8.523,1.251,0.814,
42,0.683,8.509,1.242,0.842,
43,0.686,8.504,1.254,0.810,
44,0.695,8.521,1.385,0.826,
45,0.692,8.505,1.333,0.793,
46,0.690,8.546,1.114,0.817,
47,0.693,8.527,1.374,0.829,
48,0.685,8.532,1.457,0.820,
1,0.689,4.208,3.835,0.716,
2,0.717,7.066,5.226,0.783,
3,0.671,9.780,2.681,0.758,
4,0.694,7.456,2.440,0.799,
5,0.672,7.782,2.722,0.825,
6,0.694,8.215,2.612,0.841,
7,0.704,8.720,2.873,0.905,
8,0.736,8.888,2.730,0.833,
9,0.670,8.298,1.573,0.827,
10,0.717,8.670,1.627,0.826,
11,0.717,8.558,1.752,0.850,
12,0.712,8.549,1.807,0.818,
13,0.678,7.873,1.741,0.806,
14,0.678,7.860,1.821,0.795,
15,0.674,7.877,1.801,0.826,
16,0.687,7.864,1.777,0.793,
17,0.684,7.858,1.500,0.807,
18,0.675,7.878,1.731,0.834,
19,0.695,7.873,1.559,0.814,
20,0.694,7.885,1.434,0.801,
21,0.702,8.257,1.704,0.793,
22,0.675,8.256,1.634,0.818,
23,0.673,8.261,1.539,0.794,
24,0.691,8.245,1.512,0.817,
25,0.715,8.239,1.782,0.823,
26,0.681,8.523,1.355,0.831,
27,0.683,8.479,1.359,0.815,
28,0.664,8.515,1.326,0.812,
29,0.687,8.500,1.507,0.831,
30,0.678,8.514,1.367,0.794,
31,0.700,8.510,1.374,0.825,
32,0.675,8.527,1.366,0.811,
33,0.694,8.500,1.264,0.803,
34,0.674,8.525,1.338,0.813,
35,0.692,8.503,1.389,0.816,
36,0.690,8.525,1.535,0.796,
37,0.683,8.509,1.319,0.809,
38,0.696,8.502,1.323,0.803,
39,0.687,8.515,1.321,0.813,
40,0.678,8.511,1.614,0.783,
41,0.688,8.528,1.307,0.793,
42,0.700,8.503,1.597,0.818,
43,0.678,8.511,1.375,1.020,
44,0.999,9.472,1.181,0.814,
45,0.686,8.514,1.163,0.788,
46,0.676,8.522,1.259,0.833,
47,0.674,8.528,1.513,0.794,
48,0.669,8.529,1.299,0.798,
1,0.669,4.205,3.733,0.716,
2,0.703,7.073,2.887,0.721,
3,0.701,7.638,2.864,0.767,
4,0.715,8.434,2.735,0.776,
5,0.756,8.982,2.092,0.789,
6,0.675,7.733,2.467,0.790,
7,0.712,8.148,2.336,0.783,
8,0.717,8.641,2.095,0.797,
9,0.754,9.007,1.699,0.866,
10,0.696,8.812,1.645,0.819,
11,0.674,7.847,2.011,0.830,
12,0.657,8.037,1.906,0.853,
13,0.666,8.208,1.789,0.807,
14,0.691,8.172,1.880,0.848,
15,0.677,8.197,1.736,0.813,
16,0.655,7.856,1.727,0.808,
17,0.645,7.860,1.628,0.837,
18,0.662,7.868,1.721,0.799,
19,0.671,7.898,1.602,0.805,
20,0.667,7.886,1.622,0.837,
21,0.673,8.317,1.733,0.831,
22,0.654,8.228,1.543,0.832,
23,0.674,8.232,1.630,0.800,
24,0.665,8.239,1.730,0.826,
25,0.685,8.252,1.615,0.817,
26,0.673,8.540,1.305,0.824,
27,0.658,8.506,1.328,0.810,
28,0.646,8.524,1.311,1.022,
29,1.005,13.143,1.398,0.820,
30,0.693,8.496,1.414,0.802,
31,0.695,8.510,1.361,0.819,
32,0.702,8.500,1.230,0.830,
33,0.706,8.498,1.478,0.829,
34,0.682,8.506,1.226,0.812,
35,0.694,8.499,1.346,1.033,
36,0.981,10.284,1.217,1.030,
37,0.930,8.523,1.146,0.802,
38,0.676,8.512,1.123,0.796,
39,0.668,8.515,1.289,1.026,
40,0.985,17.029,1.278,0.783,
41,0.675,8.520,1.287,1.026,
42,0.984,10.182,1.409,1.023,
43,0.844,8.515,1.225,0.797,
44,0.670,8.523,1.282,0.973,
45,1.001,11.650,1.130,0.799,
46,0.697,8.518,1.215,0.783,
47,0.692,8.527,1.152,0.805,
48,0.685,8.515,1.142,0.808,
1,0.692,4.207,3.841,0.724,
2,0.708,7.070,2.553,0.732,
3,0.716,7.466,1.474,0.738,
4,0.719,7.444,1.382,0.736,
5,0.726,7.614,2.091,0.819,
6,0.706,7.626,1.812,0.768,
7,0.732,7.630,1.960,0.797,
8,0.727,7.843,1.985,0.773,
9,0.738,8.233,1.375,0.758,
10,0.750,8.262,1.426,0.823,
11,0.718,8.172,1.715,0.810,
12,0.725,8.178,1.707,0.826,
13,0.700,8.195,1.628,0.800,
14,0.716,8.205,1.724,0.818,
15,0.713,8.197,1.543,0.821,
16,0.714,8.214,1.796,0.818,
17,0.699,8.214,1.634,0.832,
18,0.712,8.210,1.722,0.840,
19,0.718,8.173,1.637,0.792,
20,0.708,7.868,1.392,0.801,
21,0.718,8.257,1.819,1.046,
22,0.969,9.584,1.671,1.029,
23,0.824,8.243,1.762,0.823,
24,0.698,8.228,1.656,0.823,
25,0.693,8.260,1.720,0.813,
26,0.683,8.527,1.272,1.029,
27,0.977,9.828,1.127,0.795,
28,0.686,8.496,1.168,0.886,
29,0.694,8.493,1.323,0.838,
30,0.672,8.510,1.392,0.822,
31,0.692,8.516,1.376,0.831,
32,0.671,8.505,1.607,0.816,
33,0.690,8.516,1.365,0.827,
34,0.698,8.522,1.385,0.810,
35,0.684,8.518,1.250,0.840,
36,0.676,8.504,1.558,1.068,
37,0.981,11.250,1.044,0.826,
38,0.680,8.510,1.264,0.831,
39,0.684,8.505,1.147,0.810,
40,0.685,8.505,1.282,0.816,
41,0.677,8.529,1.163,0.810,
42,0.698,8.514,1.260,0.834,
43,0.680,8.521,1.484,0.836,
44,0.685,8.515,1.373,0.803,
45,0.692,8.529,1.349,1.066,
46,0.854,8.533,1.098,0.798,
47,0.680,8.531,1.322,0.833,
48,0.691,8.523,1.469,0.838,
1,0.694,4.209,3.865,0.724,
2,0.708,7.072,3.173,0.729,
3,0.718,7.607,2.806,0.798,
4,0.705,8.358,2.552,0.815,
5,0.733,8.716,2.350,0.838,
6,0.741,8.715,2.293,0.819,
7,0.756,8.706,2.174,0.846,
8,0.742,9.110,2.133,0.856,
9,0.766,9.341,1.454,0.817,
10,0.663,7.940,1.643,0.795,
11,0.681,7.852,1.644,0.781,
12,0.675,7.854,1.673,0.826,
13,0.693,7.877,1.797,0.824,
14,0.691,7.858,1.708,0.822,
15,0.687,7.870,1.717,0.817,
16,0.699,7.843,1.531,0.648,
17,0.575,7.873,1.208,0.835,
18,0.702,7.855,1.581,0.829,
19,0.690,7.892,1.634,0.796,
20,0.704,7.932,1.527,0.798,
21,0.693,8.283,1.581,0.836,
22,0.666,8.241,1.571,0.847,
23,0.674,8.232,1.635,0.798,
24,0.672,8.252,1.622,0.826,
25,0.659,8.222,1.644,0.840,
26,0.663,8.539,1.330,0.828,
27,0.675,8.498,1.235,0.812,
28,0.676,8.507,1.492,0.825,
29,0.673,8.497,1.267,0.802,
30,0.685,8.494,1.279,0.822,
31,0.685,8.510,1.310,0.813,
32,0.684,8.527,1.461,0.823,
33,0.687,8.512,1.513,0.829,
34,0.663,8.528,1.397,0.822,
35,0.685,8.516,1.529,0.832,
36,0.686,8.518,1.501,0.832,
37,0.680,8.531,1.409,0.836,
38,0.687,8.509,1.392,0.830,
39,0.674,8.519,1.382,0.820,
40,0.684,8.526,1.365,0.832,
41,0.692,8.522,1.226,0.830,
42,0.684,8.512,1.279,0.816,
43,0.685,8.526,1.291,0.832,
44,0.693,8.502,1.282,0.814,
45,0.673,8.518,1.494,0.827,
46,0.679,8.522,1.287,0.836,
47,0.686,8.537,1.431,0.829,
48,0.680,8.500,1.251,0.813,
1,0.687,4.220,3.898,0.729,
2,0.714,7.076,5.153,0.870,
3,0.774,9.599,2.605,0.786,
4,0.691,7.580,2.623,0.804,
5,0.704,8.206,2.095,0.826,
6,0.713,8.319,2.264,0.843,
7,0.729,8.317,2.083,0.809,
8,0.709,7.630,1.990,0.791,
9,0.707,7.926,1.540,0.833,
10,0.695,7.935,1.464,0.813,
11,0.690,7.849,1.802,0.820,
12,0.683,7.886,1.947,0.826,
13,0.688,8.161,1.722,0.834,
14,0.695,8.202,1.745,0.833,
15,0.700,8.219,1.738,0.814,
16,0.700,7.874,1.563,0.798,
17,0.683,7.879,1.639,0.811,
18,0.704,7.904,1.833,0.828,
19,0.695,7.880,1.644,0.810,
20,0.699,7.893,1.736,0.797,
21,0.706,8.258,1.711,0.809,
22,0.671,8.212,1.544,0.846,
23,0.673,8.247,1.635,0.827,
24,0.688,8.257,1.572,0.796,
25,0.681,8.245,1.633,0.819,
26,0.691,8.539,1.446,0.828,
27,0.687,8.495,1.477,0.826,
28,0.682,8.501,1.363,0.836,
29,0.683,8.504,1.279,0.811,
30,0.674,8.511,1.307,0.799,
31,0.676,8.516,1.403,0.825,
32,0.665,8.517,1.275,0.822,
33,0.687,8.510,1.531,0.825,
34,0.687,8.518,1.526,0.823,
35,0.660,8.511,1.396,0.825,
36,0.685,8.507,1.285,0.824,
37,0.673,8.507,1.364,0.799,
38,0.683,8.506,1.281,0.819,
39,0.667,8.521,1.359,1.034,
40,0.972,9.010,1.120,1.019,
41,0.966,17.046,1.237,0.852,
42,0.788,13.002,0.959,0.487,
43,0.370,8.512,1.286,0.516,
44,0.371,8.506,1.250,0.499,
45,0.369,8.515,1.381,0.513,
46,0.367,8.523,1.351,0.524,
47,0.369,8.512,1.422,0.490,
48,0.364,8.504,1.286,0.514,
1,0.378,4.202,3.841,0.423,
2,0.365,7.066,3.224,0.425,
3,0.390,7.752,1.379,0.426,
4,0.359,7.434,1.448,0.431,
5,0.354,7.599,2.404,0.516,
6,0.380,8.325,2.363,0.503,
7,0.357,7.676,2.021,0.499,
8,0.390,7.951,2.157,0.525,
9,0.397,8.241,1.428,0.517,
10,0.378,8.250,1.576,0.525,
11,0.366,8.142,1.780,0.517,
12,0.363,8.166,1.769,0.507,
13,0.384,8.173,1.732,0.527,
14,0.382,8.189,1.726,0.534,
15,0.388,8.165,1.409,0.515,
16,0.384,8.175,1.731,0.517,
17,0.364,7.871,1.644,0.494,
18,0.368,7.843,1.560,0.501,
19,0.371,7.862,1.522,0.496,
20,0.369,7.859,1.677,0.501,
21,0.377,8.233,1.807,0.522,
22,0.368,8.213,1.620,0.493,
23,0.372,8.216,1.429,0.511,
24,0.359,8.260,1.594,0.546,
25,0.355,8.244,1.639,0.509,
26,0.351,8.516,1.171,0.524,
27,0.361,8.485,1.149,0.513,
28,0.357,8.511,1.437,0.524,
29,0.359,8.506,1.299,0.523,
30,0.357,8.491,1.434,0.518,
31,0.362,8.493,1.407,0.519,
32,0.368,8.492,1.247,0.515,
33,0.371,8.491,1.302,0.527,
34,0.354,8.511,1.490,0.510,
35,0.366,8.505,1.386,0.534,
36,0.369,8.508,1.376,0.521,
37,0.374,8.498,1.367,0.523,
38,0.372,8.504,1.365,0.523,
39,0.369,8.504,1.432,0.514,
40,0.374,8.515,1.295,0.523,
41,0.387,8.494,1.382,0.527,
42,0.383,8.492,1.362,0.530,
43,0.383,8.510,1.393,0.504,
44,0.377,8.497,1.304,0.525,
45,0.382,8.506,1.292,0.530,
46,0.377,8.523,1.321,0.528,
47,0.384,8.519,1.435,0.508,
48,0.381,8.514,1.398,0.509,
1,0.373,4.208,3.847,0.428,
2,0.355,7.073,3.269,0.429,
3,0.356,7.923,1.525,0.457,
4,0.392,7.627,1.386,0.439,
5,0.361,7.595,2.079,0.519,
6,0.355,7.896,2.088,0.522,
7,0.391,7.945,1.987,0.491,
8,0.386,7.963,1.923,0.482,
9,0.388,8.232,1.606,0.517,
10,0.373,8.235,1.745,0.525,
11,0.367,8.171,1.733,0.512,
12,0.381,8.161,1.805,0.543,
13,0.365,8.185,1.763,0.513,
14,0.382,8.185,1.679,0.533,
15,0.386,8.181,1.753,0.533,
16,0.388,8.194,1.798,0.541,
17,0.387,8.200,1.704,0.537,
18,0.387,8.225,1.723,0.534,
19,0.399,8.226,1.663,0.540,
20,0.400,8.194,1.659,0.521,
21,0.365,8.224,1.631,0.518,
22,0.355,8.228,1.699,0.503,
23,0.356,8.217,1.462,0.520,
24,0.371,8.237,1.614,0.501,
25,0.370,8.211,1.594,0.506,
26,0.366,8.530,1.325,0.509,
27,0.360,8.502,1.265,0.500,
28,0.365,8.493,1.220,0.523,
29,0.370,8.486,1.189,0.532,
30,0.368,8.501,1.204,0.539,
31,0.362,8.506,1.107,0.498,
32,0.379,8.486,1.100,0.506,
33,0.369,8.492,1.304,0.542,
34,0.363,8.500,1.276,0.504,
35,0.370,8.497,1.215,0.499,
36,0.368,8.498,1.267,0.497,
37,0.362,8.515,1.382,0.523,
38,0.368,8.497,1.436,0.530,
39,0.363,8.511,1.386,0.502,
40,0.368,8.507,1.205,0.537,
41,0.365,8.510,1.345,0.526,
42,0.368,8.498,1.395,0.493,
43,0.371,8.498,1.426,0.521,
44,0.381,8.493,1.375,0.531,
45,0.379,8.499,1.516,0.501,
46,0.373,8.516,1.347,0.499,
47,0.371,8.519,1.313,0.508,
48,0.373,8.532,1.273,0.531,
1,0.376,4.190,3.744,0.427,
2,0.352,7.067,5.172,0.495,
3,0.346,8.845,2.622,0.605,
4,0.464,9.935,2.495,0.630,
5,0.456,9.437,2.638,0.537,
6,0.347,7.796,2.682,0.547,
7,0.365,8.212,2.600,0.564,
8,0.378,8.724,2.193,0.580,
9,0.396,9.052,1.134,0.538,
10,0.354,7.918,1.539,0.524,
11,0.348,7.829,1.714,0.523,
12,0.354,7.833,1.652,0.541,
13,0.345,7.828,1.558,0.563,
14,0.364,8.163,1.611,0.532,
15,0.355,7.832,1.662,0.498,
16,0.375,7.840,1.641,0.503,
17,0.362,7.827,1.555,0.559,
18,0.359,7.874,1.555,0.499,
19,0.373,7.843,1.662,0.547,
20,0.365,7.864,1.673,0.530,
21,0.362,8.537,1.476,0.535,
22,0.374,8.562,1.532,0.524,
23,0.373,8.574,1.546,0.527,
24,0.378,8.580,1.634,0.503,
25,0.363,8.219,1.764,0.527,
26,0.362,8.531,1.239,0.511,
27,0.364,8.504,1.235,0.494,
28,0.373,8.484,1.406,0.523,
29,0.373,8.477,1.328,0.508,
30,0.372,8.491,1.316,0.529,
31,0.363,8.501,1.438,0.494,
32,0.360,8.495,1.342,0.527,
33,0.360,8.506,1.239,0.519,
34,0.361,8.509,1.266,0.494,
35,0.377,8.498,1.299,0.520,
36,0.379,8.495,1.367,0.515,
37,0.372,8.504,1.264,0.512,
38,0.365,8.520,1.389,0.524,
39,0.371,8.528,1.339,0.530,
40,0.369,8.509,1.306,0.526,
41,0.374,8.520,1.248,0.525,
42,0.374,8.517,1.372,0.497,
43,0.372,8.509,1.381,0.524,
44,0.377,8.506,1.366,0.521,
45,0.369,8.490,1.359,0.537,
46,0.372,8.524,1.547,0.532,
47,0.368,8.505,1.297,0.533,
48,0.373,8.528,1.387,0.528,
1,0.368,4.195,3.753,0.428,
2,0.353,7.069,2.614,0.423,
3,0.357,7.450,2.683,0.475,
4,0.351,7.477,2.667,0.489,
5,0.367,8.048,2.446,0.531,
6,0.382,8.497,2.511,0.524,
7,0.417,9.036,2.071,0.578,
8,0.440,9.164,1.704,0.535,
9,0.435,9.322,1.284,0.509,
10,0.366,7.896,1.171,0.470,
11,0.361,7.844,1.318,0.509,
12,0.363,7.863,1.254,0.476,
13,0.368,7.819,1.385,0.470,
14,0.359,7.834,1.459,0.535,
15,0.357,7.859,1.725,0.522,
16,0.362,7.854,1.548,0.540,
17,0.353,7.863,1.610,0.522,
18,0.361,7.887,1.700,0.526,
19,0.366,7.886,1.573,0.524,
20,0.368,7.891,1.529,0.505,
21,0.371,8.242,1.509,0.489,
22,0.372,8.213,1.669,0.500,
23,0.364,8.239,1.509,0.497,
24,0.365,8.235,1.485,0.508,
25,0.367,8.248,1.590,0.528,
26,0.378,8.504,1.151,0.508,
27,0.368,8.495,1.292,0.531,
28,0.361,8.512,1.202,0.508,
29,0.360,8.495,1.438,0.499,
30,0.374,8.497,1.289,0.492,
31,0.363,8.500,1.445,0.513,
32,0.367,8.502,1.509,0.519,
33,0.366,8.495,1.347,0.521,
34,0.360,8.505,1.381,0.527,
35,0.356,8.501,1.397,0.524,
36,0.356,8.516,1.266,0.522,
37,0.367,8.493,1.359,0.529,
38,0.363,8.486,1.330,0.510,
39,0.370,8.496,1.341,0.491,
40,0.370,8.514,1.301,0.520,
41,0.363,8.506,1.317,0.536,
42,0.369,8.519,1.364,0.542,
43,0.362,8.517,1.417,0.527,
44,0.357,8.524,1.334,0.495,
45,0.356,8.502,1.464,0.491,
46,0.360,8.512,1.343,0.527,
47,0.366,8.515,1.443,0.510,
48,0.372,8.507,1.201,0.492,
1,0.358,4.198,3.723,0.430,
2,0.355,7.057,3.495,0.423,
3,0.360,7.441,1.590,0.455,
4,0.388,8.098,1.508,0.441,
5,0.443,9.582,1.746,0.431,
6,0.355,7.613,1.400,0.435,
7,0.358,7.602,1.363,0.437,
8,0.382,7.595,1.355,0.437,
9,0.384,7.875,1.340,0.474,
10,0.365,7.882,1.490,0.512,
11,0.355,7.816,1.603,0.474,
12,0.365,7.806,1.613,0.496,
13,0.366,7.831,1.470,0.482,
14,0.364,7.826,1.616,0.514,
15,0.368,7.831,1.304,0.500,
16,0.371,7.839,1.525,0.486,
17,0.379,7.838,1.555,0.801,
18,0.747,15.076,1.488,0.506,
19,0.368,7.874,1.587,0.490,
20,0.372,7.865,1.468,0.495,
21,0.387,8.247,1.647,0.839,
22,0.768,10.525,1.455,0.560,
23,0.380,8.255,1.413,0.545,
24,0.388,8.258,1.546,0.509,
25,0.399,8.259,1.510,0.513,
26,0.386,8.533,1.232,0.544,
27,0.382,8.518,1.315,0.812,
28,0.724,11.887,1.189,0.528,
29,0.362,8.496,1.327,0.517,
30,0.371,8.486,1.309,0.497,
31,0.372,8.497,1.565,0.529,
32,0.378,8.484,1.316,0.528,
33,0.362,8.484,1.319,0.534,
34,0.373,8.499,1.331,0.534,
35,0.377,8.512,1.375,0.828,
36,0.748,11.355,1.336,0.819,
37,0.710,9.111,1.264,0.534,
38,0.683,13.254,1.412,0.825,
39,0.736,10.052,1.229,0.502,
40,0.389,8.493,1.376,0.535,
41,0.396,8.513,1.419,0.827,
42,0.752,12.524,1.200,0.831,
43,0.739,9.750,1.257,0.528,
44,0.372,8.521,1.331,0.541,
45,0.379,8.506,1.367,0.505,
46,0.377,8.497,1.291,0.782,
47,0.745,12.060,1.324,0.538,
48,0.384,8.514,1.229,0.821,
1,0.746,4.730,3.852,0.430,
2,0.360,7.070,4.565,0.435,
3,0.373,7.743,2.186,0.462,
4,0.358,7.445,2.174,0.491,
5,0.363,7.599,2.206,0.497,
6,0.362,7.625,2.582,0.522,
7,0.361,7.705,1.864,0.492,
8,0.394,7.964,1.952,0.496,
9,0.382,8.248,1.369,0.501,
10,0.373,8.248,1.274,0.524,
11,0.373,7.985,1.595,0.481,
12,0.364,7.837,1.589,0.482,
13,0.376,7.837,1.643,0.537,
14,0.363,7.837,1.511,0.490,
15,0.371,7.849,1.544,0.511,
16,0.364,7.867,1.356,0.525,
17,0.371,7.873,1.389,0.521,
18,0.374,7.871,1.311,0.505,
19,0.374,7.856,1.476,0.525,
20,0.381,7.879,1.375,0.540,
21,0.377,8.241,1.609,0.850,
22,0.730,12.677,1.500,0.505,
23,0.375,8.249,1.489,0.505,
24,0.373,8.228,1.617,0.513,
25,0.371,8.233,1.434,0.514,
26,0.379,8.518,1.235,0.833,
27,0.689,8.507,1.228,0.843,
28,0.748,12.732,1.123,0.797,
29,0.734,9.932,1.097,0.513,
30,0.379,8.480,1.153,0.538,
31,0.373,8.513,1.109,0.546,
32,0.371,8.502,1.054,0.514,
33,0.390,8.490,1.326,0.539,
34,0.536,12.426,1.344,0.523,
35,0.400,8.499,1.366,0.820,
36,0.711,9.213,1.189,0.532,
37,0.372,8.499,1.173,0.543,
38,0.367,8.507,1.087,0.496,
39,0.364,8.499,1.311,0.526,
40,0.371,8.501,1.141,0.535,
41,0.377,8.514,1.116,0.520,
42,0.370,8.513,1.394,0.538,
43,0.368,8.516,1.325,0.519,
44,0.365,8.512,1.283,0.501,
45,0.378,8.509,1.350,0.531,
46,0.375,8.515,1.263,0.525,
47,0.383,8.517,1.303,0.531,
48,0.376,8.524,1.318,0.530,
1,0.374,4.208,3.784,0.431,
2,0.354,7.066,3.366,0.427,
3,0.353,8.116,1.617,0.471,
4,0.351,7.436,1.345,0.439,
5,0.366,7.587,2.199,0.545,
6,0.365,7.931,1.793,0.486,
7,0.372,7.952,1.680,0.480,
8,0.367,7.626,1.914,0.480,
9,0.420,8.211,1.477,0.490,
10,0.376,7.898,1.835,0.511,
11,0.361,7.904,1.759,0.524,
12,0.376,8.172,1.654,0.534,
13,0.383,8.168,1.654,0.525,
14,0.371,8.185,1.530,0.518,
15,0.378,8.191,1.644,0.507,
16,0.388,8.199,1.543,0.536,
17,0.398,8.198,1.725,0.532,
18,0.401,8.222,1.688,0.531,
19,0.406,8.186,1.438,0.517,
20,0.391,8.197,1.520,0.499,
21,0.405,8.584,1.777,0.863,
22,0.735,11.483,1.330,0.503,
23,0.381,8.244,1.259,0.502,
24,0.375,8.230,1.326,0.505,
25,0.377,8.245,1.280,0.542,
26,0.385,8.525,0.976,0.507,
27,0.379,8.506,1.056,0.506,
28,0.387,8.501,1.141,0.536,
29,0.367,8.514,1.202,0.817,
30,0.735,17.031,1.130,0.496,
31,0.365,8.505,1.240,0.530,
32,0.384,8.510,1.135,0.497,
33,0.377,8.508,1.214,0.850,
34,0.749,11.344,1.129,0.827,
35,0.749,9.208,1.286,0.517,
36,0.388,8.492,1.477,0.512,
37,0.385,8.499,1.443,0.815,
38,0.730,12.072,1.234,0.840,
39,0.760,9.504,1.285,0.525,
40,0.384,8.524,1.311,0.543,
41,0.388,8.509,1.318,0.540,
42,0.396,8.518,1.309,0.537,
43,0.391,8.514,1.574,0.826,
44,0.738,11.266,1.069,0.527,
45,0.369,8.520,1.311,0.510,
46,0.377,8.519,1.165,0.540,
47,0.373,8.520,1.369,0.541,
48,0.374,8.502,1.291,0.519,
1,0.387,4.196,3.789,0.424,
2,0.370,7.063,3.301,0.427,
3,0.397,7.753,1.361,0.449,
4,0.392,7.423,1.159,0.446,
5,0.361,7.594,2.308,0.502,
6,0.368,7.931,1.860,0.497,
7,0.385,7.958,2.693,0.486,
8,0.368,7.782,2.908,0.535,
