device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2,1,1,8,46.391,8.028,0.001,77875.3,0.001,1.546
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.987,16.12,0.004,77874.7,0.001,1.533
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,45.75,8.954,0.002,77851,0,1.049
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,45.615,9.409,0.003,77894.1,0.001,1.418
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,45.667,8.924,0.002,77899.2,0.001,1.394
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,45.812,7.929,0.003,78022.7,0.001,1.417
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,45.606,7.985,0.002,78032.3,0.001,1.373
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,45.659,9.279,0.002,78504,0.001,1.017
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,53.259,15.572,0.002,78579.6,0.001,2.173
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,50.901,17.214,0.002,80360,0.001,1.376
