device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,1,1,2,154.258,0.055,0.002,177.096,0.01,1.467
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,2,1,2,157.701,0.06,0.002,179.525,0.015,0.282
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,4,1,2,157.055,0.073,0.002,181.115,0.011,0.231
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,8,1,2,157.307,0.074,0.002,186.664,0.01,0.243
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,16,1,2,154.052,0.06,0.001,195.947,0.006,0.237
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,32,32,1,2,154.091,0.056,0.001,202.367,0.007,0.253
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,64,1,1,2,154.188,0.053,0.001,178.938,0.011,0.239
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,64,2,1,2,154.073,0.062,0.001,181.907,0.015,0.302
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,64,4,1,2,157.198,0.059,0.002,185.085,0.011,0.234
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,64,8,1,2,154.058,0.056,0.001,190.91,0.01,0.245
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,64,16,1,2,154.068,0.057,0.001,208.463,0.008,0.166
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,128,1,1,2,154.774,0.051,0.001,175.528,0.003,0.239
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,128,2,1,2,154.117,0.057,0.001,186.506,0.01,0.232
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,128,4,1,2,153.824,0.031,0.001,191.94,0.012,0.27
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,128,8,1,2,154.059,0.057,0.001,195.777,0.013,0.255
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,256,1,1,2,154.13,0.055,0.002,184.86,0.011,0.263
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,256,2,1,2,154.046,0.029,0.001,188.534,0.003,0.284
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,256,4,1,2,162.72,0.058,0.001,205.285,0.007,0.255
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,512,1,1,2,154.136,0.055,0.001,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,512,2,1,2,154.121,0.049,0,-1,-1,-1
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,10,1024,1,1,2,154.038,0.05,0.001,-1,-1,-1
